"","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"15","Otu00002-Endozoicomonas","SN64",0.216666666666667,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"84","Otu00078-Endozoicomonas","SN38",0.134666666666667,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"76","Otu00074-Shimia","SN72",0.103666666666667,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"95","Otu00202-Endozoicomonas","SN9",0.085,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"66","Otu00031-Endozoicomonas","S1753b",0.081,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"64","Otu00031-Endozoicomonas","S1753",0.0803333333333333,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"4","Otu00001-Endozoicomonas","SN38",0.0423333333333333,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"80","Otu00074-Shimia","SN94",0.0323333333333333,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"69","Otu00031-Endozoicomonas","SN64",0.029,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"92","Otu00202-Endozoicomonas","SN38",0.0253333333333333,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"86","Otu00078-Endozoicomonas","SN21",0.0243333333333333,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"5","Otu00001-Endozoicomonas","SN9",0.0213333333333333,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"96","Otu00202-Endozoicomonas","SN64",0.019,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"14","Otu00002-Endozoicomonas","SN9",0.0176666666666667,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"87","Otu00078-Endozoicomonas","SN33",0.015,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"81","Otu00078-Endozoicomonas","SN9",0.014,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"11","Otu00002-Endozoicomonas","SN38",0.0136666666666667,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"89","Otu00078-Endozoicomonas","SN64",0.0103333333333333,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"61","Otu00031-Endozoicomonas","SN82",0.00666666666666667,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"85","Otu00078-Endozoicomonas","S1753b",0.00566666666666667,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"94","Otu00202-Endozoicomonas","SN82",0.00533333333333333,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"100","Otu00202-Endozoicomonas","SN21",0.005,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"1","Otu00001-Endozoicomonas","S1753",0.00433333333333333,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"10","Otu00001-Endozoicomonas","SN94",0.00333333333333333,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"8","Otu00001-Endozoicomonas","SN82",0.00266666666666667,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"88","Otu00078-Endozoicomonas","SN82",0.00266666666666667,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"16","Otu00002-Endozoicomonas","SN94",0.00233333333333333,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"73","Otu00074-Shimia","SN38",0.002,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"17","Otu00002-Endozoicomonas","S1753",0.00166666666666667,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"77","Otu00074-Shimia","SN82",0.00166666666666667,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"18","Otu00002-Endozoicomonas","S1753b",0.00133333333333333,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"83","Otu00078-Endozoicomonas","S1753",0.00133333333333333,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"9","Otu00001-Endozoicomonas","S1753b",0.001,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"79","Otu00074-Shimia","SN64",0.001,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"2","Otu00001-Endozoicomonas","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"3","Otu00001-Endozoicomonas","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"7","Otu00001-Endozoicomonas","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"12","Otu00002-Endozoicomonas","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"13","Otu00002-Endozoicomonas","SN82",0,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"19","Otu00002-Endozoicomonas","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"20","Otu00002-Endozoicomonas","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"21","Otu00004-P3OB-42_ge","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"23","Otu00004-P3OB-42_ge","SN9",0,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"26","Otu00004-P3OB-42_ge","SN38",0,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"28","Otu00004-P3OB-42_ge","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"30","Otu00004-P3OB-42_ge","SN64",0,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"31","Otu00013-P3OB-42_ge","S1753",0,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"32","Otu00013-P3OB-42_ge","SN38",0,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"33","Otu00013-P3OB-42_ge","SN9",0,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"34","Otu00013-P3OB-42_ge","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"36","Otu00013-P3OB-42_ge","SN82",0,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"37","Otu00013-P3OB-42_ge","S1753b",0,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"38","Otu00013-P3OB-42_ge","SN64",0,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"39","Otu00013-P3OB-42_ge","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"40","Otu00013-P3OB-42_ge","SN94",0,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","abund"
"41","Otu00015-MBIC10086","S1753",0,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"42","Otu00015-MBIC10086","SN9",0,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"43","Otu00015-MBIC10086","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"44","Otu00015-MBIC10086","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"45","Otu00015-MBIC10086","SN38",0,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"46","Otu00015-MBIC10086","S1753b",0,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"47","Otu00015-MBIC10086","SN64",0,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"49","Otu00015-MBIC10086","SN82",0,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Nodosilineaceae","abund"
"51","Otu00028-Candidatus_Amoebophilus","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"52","Otu00028-Candidatus_Amoebophilus","SN38",0,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"54","Otu00028-Candidatus_Amoebophilus","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"55","Otu00028-Candidatus_Amoebophilus","SN82",0,"SN82","sample","373","Ambient","Montipora_capitata","T0","5.3","5","C","","N82","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"56","Otu00028-Candidatus_Amoebophilus","SN9",0,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"57","Otu00028-Candidatus_Amoebophilus","SN64",0,"SN64","sample","366","High","Montipora_capitata","T0","7.0","6","CD","","N64","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"58","Otu00028-Candidatus_Amoebophilus","SN94",0,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"59","Otu00028-Candidatus_Amoebophilus","S1753",0,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"60","Otu00028-Candidatus_Amoebophilus","S1753b",0,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"62","Otu00031-Endozoicomonas","SN9",0,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"63","Otu00031-Endozoicomonas","SN94",0,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"65","Otu00031-Endozoicomonas","SN38",0,"SN38","sample","371","Ambient","Montipora_capitata","T0","3.4","8","C","","N38","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"67","Otu00031-Endozoicomonas","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"68","Otu00031-Endozoicomonas","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"70","Otu00031-Endozoicomonas","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"71","Otu00074-Shimia","S1753",0,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"72","Otu00074-Shimia","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"74","Otu00074-Shimia","SN9",0,"SN9","sample","363","High","Montipora_capitata","T0","5.4","11","C","","N9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"75","Otu00074-Shimia","SN21",0,"SN21","sample","372","Ambient","Montipora_capitata","T0","5.6","1","C","","N21","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"78","Otu00074-Shimia","S1753b",0,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"82","Otu00078-Endozoicomonas","SN94",0,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"90","Otu00078-Endozoicomonas","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"91","Otu00202-Endozoicomonas","SN33",0,"SN33","sample","364","High","Montipora_capitata","T0","6.0","7","CD","","N33","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"93","Otu00202-Endozoicomonas","SN72",0,"SN72","sample","368","High","Montipora_capitata","T0","3.7","7","CD","","N72","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"97","Otu00202-Endozoicomonas","SN94",0,"SN94","sample","367","High","Montipora_capitata","T0","5.8","2","C","","N94","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"98","Otu00202-Endozoicomonas","S1753",0,"S1753","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"99","Otu00202-Endozoicomonas","S1753b",0,"S1753b","sample","370","Ambient","Montipora_capitata","T0","3.7","9","C","Yes","1753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
